Ligand	Receptor	Score
HGF	ODC1	1
HGF	ROS1	1
HGF	SRC	1
HGF	EPHA7	1
HGF	TNF	1
HGF	CDC42	1
HGF	ERRFI1	1
HGF	CTTN	1
HGF	PTK2	1
HGF	NTRK3	1
HGF	CCL5	1
HGF	ANGPT1	1
HGF	EGR1	1
HGF	THBS1	1
HGF	BAD	1
HGF	MST1R	1
HGF	PLA2G1B	1
HGF	STAT3	1
HGF	FGFR1	1
HGF	FLT1	1
HGF	MTOR	1
HGF	DGKA	1
HGF	EPHA3	1
HGF	MAP2K2	1
HGF	MERTK	1
HGF	EDN1	1
HGF	CSF1R	1
HGF	F3	1
HGF	AKT1	1
HGF	FGFR3	1
HGF	MUSK	1
HGF	PIK3R1	1
HGF	HRAS	1
HGF	RELA	1
HGF	TYRO3	1
HGF	TEK	1
HGF	RET	1
HGF	PDGFRB	1
HGF	LMTK2	1
HGF	AXL	1
HGF	MYC	1
HGF	SPHK1	1
HGF	CAV1	1
HGF	NTRK2	1
HGF	EPHB1	1
HGF	MAP2K1	1
HGF	CDKN1A	1
HGF	AFP	1
HGF	RB1	1
HGF	STAT6	1
HGF	INSRR	1
HGF	INSR	1
HGF	ERBB2	1
HGF	ERBB3	1
HGF	EPHA8	1
HGF	MAPK8	1
HGF	RAC1	1
HGF	TIAM1	1
HGF	IL1RN	1
HGF	TGFB1	1
HGF	PTTG1	1
HGF	PTK7	1
HGF	PRKCD	1
HGF	DDR2	1
HGF	ERBB4	1
HGF	PLAU	1
HGF	RBM39	1
HGF	PIK3CG	1
HGF	MAPK3	1
HGF	EGFR	1
HGF	EPHB3	1
HGF	SPSB1	1
HGF	EPHB2	1
HGF	TIE1	1
HGF	FLT3	1
HGF	BMP1	1
HGF	ANXA1	1
HGF	FLT4	1
HGF	THPO	1
HGF	FGFR4	1
HGF	RAPGEF1	1
HGF	IGF1R	1
HGF	SLTM	1
HGF	RYK	1
HGF	ALK	1
HGF	KIT	1
HGF	LTK	1
HGF	VEGFA	1
HGF	ADD1	1
HGF	VCL	1
HGF	EPHA2	1
HGF	PIK3CA	1
HGF	NOS2	1
HGF	STMN1	1
HGF	CDK1	1
HGF	A2M	1
HGF	CDKN1B	1
HGF	NTRK1	1
HGF	PLD1	1
HGF	RELB	1
HGF	EPHA5	1
HGF	ROR2	1
HGF	WASF2	1
HGF	EPHA6	1
HGF	SPINT1	1
HGF	CXCL8	1
HGF	IL11	1
HGF	TMSB4X	1
HGF	NOS3	1
HGF	ROR1	1
HGF	DDR1	1
HGF	KDR	1
HGF	EIF4EBP1	1
HGF	PXN	1
HGF	CCL2	1
HGF	STK11	1
HGF	PRKCB	1
HGF	EPHA1	1
HGF	AR	1
HGF	TGIF1	1
IL6	DDIT3	1
IL6	ABCB1	1
IL6	IRF1	1
IL6	IL1B	1
IL6	MAP2K6	1
IL6	GAB1	1
IL6	CCR7	1
IL6	FN1	1
IL6	DCN	1
IL6	HMOX1	1
IL6	VASP	1
IL6	PRL	1
IL6	IL1A	1
IL6	ALPP	1
IL6	NSA2	1
IL6	STAT3	1
IL6	HGF	1
IL6	CDK4	1
IL6	MTOR	1
IL6	IL17A	1
IL6	MAPK7	1
IL6	SERPINE1	1
IL6	MUC3A	1
IL6	SHC1	1
IL6	FOXO1	1
IL6	IL2	1
IL6	CXCL12	1
IL6	AGT	1
IL6	CRP	1
IL6	PIAS3	1
IL6	SGK1	1
IL6	MSR1	1
IL6	OXTR	1
IL6	PTGS2	1
IL6	INSR	1
IL6	MMP9	1
IL6	GFAP	1
IL6	TLR2	1
IL6	HAMP	1
IL6	SLC52A2	1
IL6	SERPINA6	1
IL6	SAA1	1
IL6	ESR1	1
IL6	FGF1	1
IL6	HPR	1
IL6	GRB2	1
IL6	IL1RN	1
IL6	LIF	1
IL6	JAK3	1
IL6	CTSB	1
IL6	GAB2	1
IL6	AVP	1
IL6	IL10	1
IL6	FGF2	1
IL6	TSHR	1
IL6	MAPK3	1
IL6	POU2F1	1
IL6	PTPN11	1
IL6	STAT1	1
IL6	PTHLH	1
IL6	FGL1	1
IL6	LBR	1
IL6	THPO	1
IL6	BCL2	1
IL6	FOSB	1
IL6	VWF	1
IL6	GCSAM	1
IL6	MCL1	1
IL6	SLTM	1
IL6	NOTCH3	1
IL6	SOS1	1
IL6	VEGFA	1
IL6	TLR4	1
IL6	TWIST1	1
IL6	A2M	1
IL6	CSF1	1
IL6	GZMB	1
IL6	IL2RB	1
IL6	VAV1	1
IL6	LYN	1
IL6	NEU3	1
IL6	IRS1	1
IL6	KDR	1
IL6	CCL2	1
IL6	STK11	1
IL6	RPS6KB1	1
IL6	CISH	1
IL6	MITF	1
IL6	GH1	1
IL6	AR	1
IL6	BCL6	1
IL6	PIAS1	1
LPL	APOE	1
LPL	IFNG	1
LPL	CETP	1
LPL	APOA2	1
LPL	A2M	1
LPL	TNF	1
LPL	STAT1	1
LPL	APOC3	1
LPL	APOC2	1
LPL	APOA1	1
GSK3B	TNKS	1
GSK3B	DROSHA	1
GSK3B	LIPE	1
GSK3B	PAXBP1	1
GSK3B	PCLO	1
GSK3B	ATN1	1
GSK3B	MAPK14	1
GSK3B	MYCL	1
GSK3B	NR5A1	1
GSK3B	FLII	1
GSK3B	CTNNB1	1
GSK3B	MUC1	1
GSK3B	CAMK2D	1
GSK3B	DYNC1LI1	1
GSK3B	CASKIN1	1
GSK3B	KCNAB2	1
GSK3B	PELP1	1
GSK3B	SNAPC4	1
GSK3B	NFIA	1
GSK3B	SMARCC1	1
GSK3B	UNG	1
GSK3B	GTSE1	1
GSK3B	SMO	1
GSK3B	GPHN	1
GSK3B	ARHGEF6	1
GSK3B	ATXN7	1
GSK3B	MDM2	1
GSK3B	CHD4	1
GSK3B	NCOA3	1
GSK3B	ASXL2	1
GSK3B	JUN	1
GSK3B	SMC4	1
GSK3B	POLR2A	1
GSK3B	PLEC	1
GSK3B	GIGYF2	1
GSK3B	LEPR	1
GSK3B	MKI67	1
GSK3B	TAF6	1
GSK3B	SRRT	1
GSK3B	DSP	1
GSK3B	SREBF1	1
GSK3B	SPTBN1	1
GSK3B	ZBTB16	1
GSK3B	SPEN	1
GSK3B	PCYT1A	1
GSK3B	ZBTB21	1
GSK3B	PCDH7	1
GSK3B	NFKB1	1
GSK3B	FLNA	1
GSK3B	ZNF281	1
GSK3B	GLI3	1
GSK3B	EMSY	1
GSK3B	RSBN1	1
GSK3B	CHRM2	1
GSK3B	AKT1	1
GSK3B	FOXO1	1
GSK3B	GLIS2	1
GSK3B	IKZF3	1
GSK3B	FZD1	1
GSK3B	RELA	1
GSK3B	BCL3	1
GSK3B	SMAD1	1
GSK3B	KDM1A	1
GSK3B	UBR1	1
GSK3B	ZMYND8	1
GSK3B	NELFA	1
GSK3B	CHD3	1
GSK3B	NIN	1
GSK3B	TERF2IP	1
GSK3B	ATF4	1
GSK3B	GRK2	1
GSK3B	MAPKAPK2	1
GSK3B	USP19	1
GSK3B	CASP9	1
GSK3B	PKM	1
GSK3B	ZFP36	1
GSK3B	CELF1	1
GSK3B	SUFU	1
GSK3B	TCOF1	1
GSK3B	MKNK2	1
GSK3B	TSC2	1
GSK3B	SNTA1	1
GSK3B	SPAG5	1
GSK3B	RPAP1	1
GSK3B	SEMA3A	1
GSK3B	FADD	1
GSK3B	MAPK4	1
GSK3B	HNRNPDL	1
GSK3B	MYBL2	1
GSK3B	CREB3L3	1
GSK3B	HDAC4	1
GSK3B	MAML1	1
GSK3B	RPS6KA4	1
GSK3B	PPFIA1	1
GSK3B	CIITA	1
GSK3B	ABI2	1
GSK3B	CACNG2	1
GSK3B	EIF2S1	1
GSK3B	WDFY1	1
GSK3B	PPP1R2	1
GSK3B	SIK1	1
GSK3B	EIF2AK2	1
GSK3B	MAPK8	1
GSK3B	MAP1S	1
GSK3B	BIN1	1
GSK3B	CYCS	1
GSK3B	SAFB2	1
GSK3B	SYAP1	1
GSK3B	GJA1	1
GSK3B	SMAD2	1
GSK3B	ZNF217	1
GSK3B	HNRNPF	1
GSK3B	SART1	1
GSK3B	MCM2	1
GSK3B	GRM5	1
GSK3B	MMACHC	1
GSK3B	MED14	1
GSK3B	PTTG1	1
GSK3B	AKAP1	1
GSK3B	PPP1CA	1
GSK3B	DLGAP2	1
GSK3B	SON	1
GSK3B	BCL2L1	1
GSK3B	ADD2	1
GSK3B	BRD3	1
GSK3B	EGLN2	1
GSK3B	PRRC2A	1
GSK3B	BORA	1
GSK3B	TJP1	1
GSK3B	IRS2	1
GSK3B	NFATC1	1
GSK3B	PDX1	1
GSK3B	IER3	1
GSK3B	KDM5A	1
GSK3B	CACNA1E	1
GSK3B	MYB	1
GSK3B	TAL2	1
GSK3B	BCAM	1
GSK3B	MN1	1
GSK3B	CLASP2	1
GSK3B	CXADR	1
GSK3B	ESRRA	1
GSK3B	GLI2	1
GSK3B	DDX42	1
GSK3B	PCIF1	1
GSK3B	PICK1	1
GSK3B	PTEN	1
GSK3B	PLEKHO1	1
GSK3B	HELZ	1
GSK3B	GCM1	1
GSK3B	BCR	1
GSK3B	GTF2F1	1
GSK3B	RNPS1	1
GSK3B	MARK2	1
GSK3B	GJC2	1
GSK3B	NFE2L2	1
GSK3B	SOS1	1
GSK3B	TPX2	1
GSK3B	MAPK8IP1	1
GSK3B	TPPP	1
GSK3B	MYCN	1
GSK3B	ATXN3	1
GSK3B	FNBP4	1
GSK3B	APBB1	1
GSK3B	DAB2	1
GSK3B	ZMYM3	1
GSK3B	EIF4B	1
GSK3B	TLK2	1
GSK3B	LMNA	1
GSK3B	TFEB	1
GSK3B	GBF1	1
GSK3B	EIF2B1	1
GSK3B	PLA2G4A	1
GSK3B	RBL2	1
GSK3B	PDE4B	1
GSK3B	CHTF18	1
GSK3B	LMNB1	1
GSK3B	ZC3HAV1	1
GSK3B	DIDO1	1
GSK3B	MEF2A	1
GSK3B	PXN	1
GSK3B	ORC1	1
GSK3B	CTNNA2	1
GSK3B	RPS6KB1	1
GSK3B	PCYT1B	1
GSK3B	ADD3	1
GSK3B	BCLAF1	1
GSK3B	MITF	1
GSK3B	SFPQ	1
GSK3B	ZHX1	1
GSK3B	PALM	1
GSK3B	PTPN7	1
GSK3B	SOX9	1
GSK3B	WTAP	1
GSK3B	RRBP1	1
GSK3B	SLC4A10	1
GSK3B	ANAPC1	1
GSK3B	RBM38	1
GSK3B	ERCC5	1
GSK3B	AFF1	1
GSK3B	CNOT4	1
GSK3B	CLMN	1
GSK3B	ARHGAP12	1
GSK3B	EPN1	1
GSK3B	HCLS1	1
GSK3B	TMEM132A	1
GSK3B	PCDH1	1
GSK3B	SF1	1
GSK3B	PRKAB1	1
GSK3B	SOX11	1
GSK3B	ARHGEF12	1
GSK3B	NMT1	1
GSK3B	HDLBP	1
GSK3B	CTTN	1
GSK3B	APC2	1
GSK3B	PSMD1	1
GSK3B	TP53	1
GSK3B	SUGP2	1
GSK3B	STX7	1
GSK3B	STMN2	1
GSK3B	PHC3	1
GSK3B	BAZ2A	1
GSK3B	E2F1	1
GSK3B	GYS1	1
GSK3B	SIN3A	1
GSK3B	GRB10	1
GSK3B	AURKA	1
GSK3B	TCEAL1	1
GSK3B	SMAD3	1
GSK3B	APP	1
GSK3B	TTC39A	1
GSK3B	CHEK2	1
GSK3B	SEC24B	1
GSK3B	PPP1R1B	1
GSK3B	CDK4	1
GSK3B	AKAP8L	1
GSK3B	ITSN1	1
GSK3B	KRT8	1
GSK3B	SORBS1	1
GSK3B	DNM1	1
GSK3B	REXO1	1
GSK3B	ACLY	1
GSK3B	CSDC2	1
GSK3B	BRD2	1
GSK3B	CANX	1
GSK3B	RBMX	1
GSK3B	SRSF2	1
GSK3B	ABL1	1
GSK3B	EIF2B5	1
GSK3B	NSUN5	1
GSK3B	TCF20	1
GSK3B	SCML2	1
GSK3B	HRAS	1
GSK3B	DVL1	1
GSK3B	FGR	1
GSK3B	IL17RA	1
GSK3B	CRY2	1
GSK3B	HSF1	1
GSK3B	EPB41L1	1
GSK3B	CREB5	1
GSK3B	SP1	1
GSK3B	CBFA2T2	1
GSK3B	SGK1	1
GSK3B	MYC	1
GSK3B	THRAP3	1
GSK3B	MAP1A	1
GSK3B	PDS5B	1
GSK3B	CREB3L4	1
GSK3B	TAF2	1
GSK3B	NOTCH1	1
GSK3B	CDK13	1
GSK3B	ADRA2A	1
GSK3B	BUB3	1
GSK3B	GTF3C1	1
GSK3B	FRAT2	1
GSK3B	RB1	1
GSK3B	CUX1	1
GSK3B	MAP2	1
GSK3B	UPF3A	1
GSK3B	CDH1	1
GSK3B	PAX3	1
GSK3B	MAP4	1
GSK3B	POP7	1
GSK3B	CAMK2G	1
GSK3B	FOSL2	1
GSK3B	KLF5	1
GSK3B	ASCC1	1
GSK3B	CHAF1B	1
GSK3B	ZNF335	1
GSK3B	SCAF4	1
GSK3B	EIF2B2	1
GSK3B	PAK6	1
GSK3B	TRA2B	1
GSK3B	GSR	1
GSK3B	GLI1	1
GSK3B	AFD1	1
GSK3B	COBL	1
GSK3B	NCOR1	1
GSK3B	NR1D1	1
GSK3B	JPH1	1
GSK3B	STAT1	1
GSK3B	ADAM17	1
GSK3B	NFAT5	1
GSK3B	BCL2L11	1
GSK3B	BPTF	1
GSK3B	AXIN1	1
GSK3B	EIF4ENIF1	1
GSK3B	ARID1A	1
GSK3B	SNAI2	1
GSK3B	FOSL1	1
GSK3B	ANK1	1
GSK3B	MAP3K4	1
GSK3B	MCL1	1
GSK3B	SYNPO	1
GSK3B	WEE1	1
GSK3B	ZNF322	1
GSK3B	HIF1A	1
GSK3B	ABLIM2	1
GSK3B	SNCA	1
GSK3B	PPFIA3	1
GSK3B	TSC1	1
GSK3B	USP24	1
GSK3B	ADD1	1
GSK3B	CDKN1B	1
GSK3B	DNM1L	1
GSK3B	TRAF6	1
GSK3B	MAFB	1
GSK3B	DUT	1
GSK3B	CDC6	1
GSK3B	EIF3B	1
GSK3B	NACC1	1
GSK3B	ARID4B	1
GSK3B	PSPC1	1
GSK3B	MAPT	1
GSK3B	NCOR2	1
GSK3B	APPL1	1
GSK3B	OGT	1
GSK3B	TACC3	1
GSK3B	IRS1	1
GSK3B	ODF2	1
GSK3B	UNC13B	1
GSK3B	EIF4EBP1	1
GSK3B	EPS15L1	1
GSK3B	GPBP1L1	1
GSK3B	PHF12	1
GSK3B	GABBR1	1
GSK3B	PRKAR1A	1
GSK3B	SLCO4A1	1
GSK3B	PDLIM4	1
GSK3B	CTNND2	1
GSK3B	ZYX	1
GSK3B	NCAM1	1
GSK3B	AR	1
GSK3B	RPS3	1
GSK3B	PIAS1	1
GSK3B	HMGA1	1
GSK3B	USP20	1
GSK3B	DDIT3	1
GSK3B	ELK3	1
GSK3B	SRSF7	1
GSK3B	VDAC1	1
GSK3B	NFKB2	1
GSK3B	RPTOR	1
GSK3B	PAK1	1
GSK3B	KAT5	1
GSK3B	NIFK	1
GSK3B	CABYR	1
GSK3B	PSEN1	1
GSK3B	REST	1
GSK3B	GFPT1	1
GSK3B	NDRG1	1
GSK3B	TERF2	1
GSK3B	CREM	1
GSK3B	XIAP	1
GSK3B	GRSF1	1
GSK3B	SRC	1
GSK3B	SQSTM1	1
GSK3B	FUT11	1
GSK3B	KCNB1	1
GSK3B	H1-5	1
GSK3B	GOLGA2	1
GSK3B	FBXO4	1
GSK3B	VHL	1
GSK3B	BICD2	1
GSK3B	PPP1R1A	1
GSK3B	SGTA	1
GSK3B	CSRP3	1
GSK3B	CACNB4	1
GSK3B	NFATC4	1
GSK3B	PTK2	1
GSK3B	SFSWAP	1
GSK3B	TLE3	1
GSK3B	APC	1
GSK3B	SMARCC2	1
GSK3B	CCND1	1
GSK3B	NEFH	1
GSK3B	SEPTIN5	1
GSK3B	TOP2A	1
GSK3B	IKBKG	1
GSK3B	ILK	1
GSK3B	SNRNP70	1
GSK3B	STAT3	1
GSK3B	RTN4	1
GSK3B	TPD52L2	1
GSK3B	CALD1	1
GSK3B	PITPNM1	1
GSK3B	POGZ	1
GSK3B	RASSF1	1
GSK3B	NOL4L	1
GSK3B	MOBP	1
GSK3B	PAPOLG	1
GSK3B	SLC20A1	1
GSK3B	ZMYM2	1
GSK3B	AXIN2	1
GSK3B	SYN1	1
GSK3B	PRICKLE3	1
GSK3B	SIRT1	1
GSK3B	TP53BP1	1
GSK3B	NPM1	1
GSK3B	TJP2	1
GSK3B	JUND	1
GSK3B	WNT1	1
GSK3B	SMAD4	1
GSK3B	STK38	1
GSK3B	MAP3K1	1
GSK3B	MAP3K11	1
GSK3B	CDK6	1
GSK3B	AKAP11	1
GSK3B	FAAP20	1
GSK3B	MAX	1
GSK3B	RIMS1	1
GSK3B	TCF3	1
GSK3B	AAK1	1
GSK3B	RPS6KA1	1
GSK3B	PNISR	1
GSK3B	JUNB	1
GSK3B	MAP2K1	1
GSK3B	CDKN1A	1
GSK3B	PTPN1	1
GSK3B	PPARGC1A	1
GSK3B	LEF1	1
GSK3B	CDC25B	1
GSK3B	FGF14	1
GSK3B	DCX	1
GSK3B	CEP43	1
GSK3B	ADRB2	1
GSK3B	KDM6A	1
GSK3B	BRCA1	1
GSK3B	RREB1	1
GSK3B	ESR1	1
GSK3B	ANLN	1
GSK3B	FUBP1	1
GSK3B	CRKL	1
GSK3B	BCL9	1
GSK3B	GLCCI1	1
GSK3B	PHLPP1	1
GSK3B	OPRD1	1
GSK3B	RNMT	1
GSK3B	LAT	1
GSK3B	SNAI1	1
GSK3B	YLPM1	1
GSK3B	CEBPA	1
GSK3B	PRKAR1B	1
GSK3B	CDX2	1
GSK3B	KLC2	1
GSK3B	CUL3	1
GSK3B	CSTF2T	1
GSK3B	BAX	1
GSK3B	IFI16	1
GSK3B	PAK1IP1	1
GSK3B	DCLK1	1
GSK3B	SNW1	1
GSK3B	NOTCH2	1
GSK3B	ETS1	1
GSK3B	USF2	1
GSK3B	HOMEZ	1
GSK3B	CCDC6	1
GSK3B	BCL2	1
GSK3B	COPA	1
GSK3B	SNPH	1
GSK3B	DAB1	1
GSK3B	MYBPC3	1
GSK3B	MYLK	1
GSK3B	SRRM2	1
GSK3B	IRF2BPL	1
GSK3B	PRLR	1
GSK3B	STAT5A	1
GSK3B	CREB3	1
GSK3B	DPYSL3	1
GSK3B	RBM14	1
GSK3B	ISL2	1
GSK3B	RPS6KA3	1
GSK3B	YBX3	1
GSK3B	NOL3	1
GSK3B	CREB3L2	1
GSK3B	PPARG	1
GSK3B	GTF2IRD1	1
GSK3B	CAMKK2	1
GSK3B	LRRFIP1	1
GSK3B	RPA2	1
GSK3B	TRIP10	1
GSK3B	NR3C1	1
GSK3B	CIC	1
GSK3B	TESK1	1
GSK3B	PPP1R13L	1
GSK3B	LIFR	1
GSK3B	CDC25A	1
GSK3B	PLCB1	1
GSK3B	FYN	1
GSK3B	ABCB9	1
GSK3B	DEAF1	1
GSK3B	DMTN	1
GSK3B	AREL1	1
GSK3B	NFIC	1
GSK3B	RXRA	1
GSK3B	FOXP3	1
GSK3B	RARA	1
GSK3B	AMPH	1
GSK3B	HNRNPH2	1
GSK3B	MARCKS	1
GSK3B	WRNIP1	1
GSK3B	HELB	1
GSK3B	CEBPE	1
GSK3B	API5	1
GSK3B	DLGAP1	1
GSK3B	PROC	1
GSK3B	ARHGEF2	1
GSK3B	BCL2L12	1
GSK3B	RAPH1	1
GSK3B	CREB1	1
GSK3B	NFRKB	1
GSK3B	ANAPC2	1
GSK3B	CLASRP	1
GSK3B	OTUD7B	1
GSK3B	SLC9A1	1
GSK3B	TAF3	1
GSK3B	HSPB8	1
GSK3B	UBE2E3	1
GSK3B	ID2	1
GSK3B	LMO7	1
GSK3B	PSMA5	1
GSK3B	BCL7C	1
GSK3B	NFE2L1	1
GSK3B	RCAN1	1
GSK3B	DAXX	1
GSK3B	SMARCAD1	1
GSK3B	TNKS1BP1	1
GSK3B	EXO1	1
GSK3B	KNSTRN	1
GSK3B	POP1	1
GSK3B	NEB	1
GSK3B	RUNX1	1
GSK3B	ADCY6	1
GSK3B	DPYSL2	1
GSK3B	KMT2A	1
GSK3B	STUB1	1
GSK3B	KCTD15	1
GSK3B	NDEL1	1
GSK3B	SRRM1	1
GSK3B	DES	1
GSK3B	CTNND1	1
GSK3B	HDAC6	1
GSK3B	NCF1	1
GSK3B	ANK2	1
GSK3B	RFX1	1
GSK3B	CRMP1	1
GSK3B	PGR	1
GSK3B	RBL1	1
GSK3B	RAP1GAP	1
GSK3B	KCNMA1	1
GSK3B	CDK11B	1
GSK3B	FRAT1	1
GSK3B	IL16	1
GSK3B	COIL	1
GSK3B	YBX1	1
GSK3B	DLG4	1
GSK3B	GSK3A	1
GSK3B	UBTF	1
GSK3B	ELK1	1
GSK3B	RANBP2	1
GSK3B	CLOCK	1
GSK3B	NFATC2	1
GSK3B	TBK1	1
GSK3B	EIF2B4	1
GSK3B	CHEK1	1
GSK3B	DDIT4	1
GSK3B	UBE2A	1
GSK3B	MAP1B	1
GSK3B	BSN	1
GSK3B	CEBPB	1
GSK3B	NFATC3	1
GSK3B	MSH6	1
GSK3B	PRKAR2A	1
GSK3B	EIF2B3	1
GSK3B	SNCAIP	1
GSK3B	RAD18	1
GSK3B	PRKAA1	1
GSK3B	SRSF5	1
GSK3B	CEBPD	1
GSK3B	MTA1	1
GSK3B	FOXL2	1
GSK3B	NEUROD1	1
GSK3B	LRP5	1
GSK3B	PPIG	1
GSK3B	FOXM1	1
GSK3B	NCL	1
GSK3B	CDC27	1
GSK3B	KDM2B	1
GSK3B	HNRNPD	1
GSK3B	SPIB	1
GSK3B	THOC2	1
GSK3B	BMAL1	1
GSK3B	BAG3	1
GSK3B	LBR	1
GSK3B	NCOA1	1
GSK3B	UBA1	1
GSK3B	TRERF1	1
GSK3B	HLCS	1
GSK3B	BLM	1
GSK3B	NUDT11	1
GSK3B	MNX1	1
GSK3B	PPP4R2	1
GSK3B	MYOCD	1
GSK3B	KIF1B	1
GSK3B	AHNAK	1
GSK3B	BICD1	1
GSK3B	CREB3L1	1
GSK3B	HNRNPK	1
GSK3B	SMPX	1
GSK3B	PRKACB	1
GSK3B	CCND3	1
GSK3B	KHDRBS1	1
GSK3B	MAFA	1
GSK3B	NEFM	1
GSK3B	NUP214	1
GSK3B	CDK1	1
GSK3B	STMN1	1
GSK3B	RELB	1
GSK3B	MAF	1
GSK3B	SYN3	1
GSK3B	ROR2	1
GSK3B	NACA	1
GSK3B	GJB1	1
GSK3B	PPP1R16B	1
GSK3B	PRKCE	1
GSK3B	CYC1	1
GSK3B	RICTOR	1
GSK3B	RBBP6	1
GSK3B	PRP4K	1
GSK3B	CCNE1	1
GSK3B	GATA6	1
GSK3B	LCMT1	1
GSK3B	LRP6	1
GSK3B	MAP4K4	1
GSK3B	EZH2	1
GSK3B	DOCK7	1
GSK3B	ZFPM1	1
GSK3B	PAK5	1
GSK3B	GYS2	1
GSK3B	CTR9	1
GSK3B	CCND2	1
RPS6KA3	LIPE	1
RPS6KA3	CCT2	1
RPS6KA3	PCLO	1
RPS6KA3	ATN1	1
RPS6KA3	PNN	1
RPS6KA3	MAPK1	1
RPS6KA3	CASKIN1	1
RPS6KA3	RAP1B	1
RPS6KA3	SMARCC1	1
RPS6KA3	LCP1	1
RPS6KA3	GPHN	1
RPS6KA3	ATXN7	1
RPS6KA3	MDM2	1
RPS6KA3	SYNRG	1
RPS6KA3	ITPR1	1
RPS6KA3	PTH2R	1
RPS6KA3	PLEC	1
RPS6KA3	BRAF	1
RPS6KA3	PDCD4	1
RPS6KA3	IL1A	1
RPS6KA3	TRIP12	1
RPS6KA3	SPTBN1	1
RPS6KA3	FGFR1	1
RPS6KA3	ZBTB21	1
RPS6KA3	RPS6KA2	1
RPS6KA3	FLNA	1
RPS6KA3	ACO1	1
RPS6KA3	KCNH2	1
RPS6KA3	CHRND	1
RPS6KA3	EMSY	1
RPS6KA3	HMGN1	1
RPS6KA3	PUM2	1
RPS6KA3	FOXO1	1
RPS6KA3	TBX21	1
RPS6KA3	S1PR1	1
RPS6KA3	RELA	1
RPS6KA3	MACF1	1
RPS6KA3	ATF4	1
RPS6KA3	TOP2B	1
RPS6KA3	CASP9	1
RPS6KA3	MATR3	1
RPS6KA3	ZFP36	1
RPS6KA3	MAP3K5	1
RPS6KA3	PRKD1	1
RPS6KA3	TSC2	1
RPS6KA3	CRYBA2	1
RPS6KA3	IFNAR2	1
RPS6KA3	HDAC4	1
RPS6KA3	RPS6KA4	1
RPS6KA3	EIF2S1	1
RPS6KA3	EIF2AK2	1
RPS6KA3	MAP1S	1
RPS6KA3	SMAD2	1
RPS6KA3	ARFGEF2	1
RPS6KA3	RIN1	1
RPS6KA3	KIF23	1
RPS6KA3	CD44	1
RPS6KA3	DLGAP2	1
RPS6KA3	BCAS1	1
RPS6KA3	SHANK1	1
RPS6KA3	BRD3	1
RPS6KA3	CFTR	1
RPS6KA3	SASH1	1
RPS6KA3	PHKB	1
RPS6KA3	XPO1	1
RPS6KA3	IRS2	1
RPS6KA3	HMGN2	1
RPS6KA3	PPP1R14A	1
RPS6KA3	GMFB	1
RPS6KA3	RPS6KA5	1
RPS6KA3	RIMS2	1
RPS6KA3	YWHAZ	1
RPS6KA3	H2BC3	1
RPS6KA3	DNAJC5	1
RPS6KA3	SCN4A	1
RPS6KA3	ABCA1	1
RPS6KA3	CACNA1S	1
RPS6KA3	HIRIP3	1
RPS6KA3	MARK1	1
RPS6KA3	SPAG9	1
RPS6KA3	AQP2	1
RPS6KA3	RBM15	1
RPS6KA3	TPX2	1
RPS6KA3	FNBP4	1
RPS6KA3	EIF4B	1
RPS6KA3	LMNA	1
RPS6KA3	H2BC14	1
RPS6KA3	RBL2	1
RPS6KA3	PDE4B	1
RPS6KA3	PFKM	1
RPS6KA3	MOCOS	1
RPS6KA3	ADD3	1
RPS6KA3	BCLAF1	1
RPS6KA3	MITF	1
RPS6KA3	PTPN7	1
RPS6KA3	WT1	1
RPS6KA3	ABCB1	1
RPS6KA3	PDC	1
RPS6KA3	YWHAB	1
RPS6KA3	SLC24A2	1
RPS6KA3	ARHGAP12	1
RPS6KA3	CIT	1
RPS6KA3	SF1	1
RPS6KA3	PRKAB1	1
RPS6KA3	RRAD	1
RPS6KA3	TMEM230	1
RPS6KA3	PDE1B	1
RPS6KA3	ARHGEF12	1
RPS6KA3	ARFGEF3	1
RPS6KA3	CDK16	1
RPS6KA3	RBM7	1
RPS6KA3	ETV1	1
RPS6KA3	TP53	1
RPS6KA3	GYS1	1
RPS6KA3	E2F1	1
RPS6KA3	PKP4	1
RPS6KA3	AURKA	1
RPS6KA3	GABRG2	1
RPS6KA3	RSF1	1
RPS6KA3	SMAD3	1
RPS6KA3	SRSF10	1
RPS6KA3	SEC24B	1
RPS6KA3	DYNC1I1	1
RPS6KA3	GABRB1	1
RPS6KA3	ITSN1	1
RPS6KA3	SORBS1	1
RPS6KA3	RRN3	1
RPS6KA3	ACLY	1
RPS6KA3	MEF2C	1
RPS6KA3	SRSF2	1
RPS6KA3	CHRNG	1
RPS6KA3	EIF2B5	1
RPS6KA3	TCF20	1
RPS6KA3	DEPTOR	1
RPS6KA3	MYL9	1
RPS6KA3	HDAC7	1
RPS6KA3	HSF1	1
RPS6KA3	EPB41L1	1
RPS6KA3	USP8	1
RPS6KA3	MEF2D	1
RPS6KA3	HTR2C	1
RPS6KA3	PRKCQ	1
RPS6KA3	PIN1	1
RPS6KA3	THRAP3	1
RPS6KA3	CNP	1
RPS6KA3	MAP1A	1
RPS6KA3	PDS5B	1
RPS6KA3	TAF2	1
RPS6KA3	H2AX	1
RPS6KA3	CDK13	1
RPS6KA3	GTF3C1	1
RPS6KA3	DLGAP4	1
RPS6KA3	MAP2	1
RPS6KA3	RYR1	1
RPS6KA3	SRF	1
