Ligand	Receptor	Score
AATK	PTK2	1
AATK	ITGB4	1
AATK	STK39	1
AATK	CDK5R1	1
AATK	GRB2	1
ABCA1	LDLR	1
ABCA1	SHANK1	1
ABCA1	APOC3	1
ABCA1	JAK2	1
ABCA1	APOA1	1
ABCB1	ABCC1	1
ABCB1	CYP3A4	1
ABCB1	TP53	1
ABCC3	ALB	1
ABCC8	NPPA	1
ABCG1	TMEM132D	1
ACE	AGTR2	7
ACE	BDKRB2	8
ACE	AGT	1
ACE2	SLC6A19	3
ACE2	CCL2	1
ACHE	COX5B	1
ACHE	PNPLA6	1
ACHE	TG	1
ACHE	SUCLA2	1
ACHE	APAF1	1
ACHE	BCHE	1
ACKR1	CCL2	1
ACKR1	CXCL5	1
ACKR1	CCL17	1
ACKR1	CXCL8	1
ACKR1	CCL7	1
ACKR1	CCL5	1
ACKR1	CCL11	1
ACKR1	CCL14	1
ACKR1	CXCL6	1
ACKR1	CXCL11	1
ACKR2	CCL2	2
ACKR2	CCL17	1
ACKR2	CCL13	2
ACKR2	CCL8	2
ACKR2	CCL7	2
ACKR2	CCL4	2
ACKR2	CCL5	2
ACKR2	CCL3	2
ACKR2	CCL11	2
ACKR2	CCL22	1
ACKR2	CCL14	2
ACKR3	CXCL12	1
ACKR3	CXCL11	1
ACKR3	HIC1	1
ACKR3	EGFR	1
ACKR4	CCL19	1
ACKR4	CCL21	1
ACKR4	CCL25	1
ACP3	ERBB2	1
ACP4	ERBB4	1
ACSL3	PTPN11	1
ACSL4	PTK2	1
ACSL4	RPS6KB1	1
ACSS2	RBM39	1
ACVR1	BMP4	1
ACVR1	INHBA	2
ACVR1	INHBC	2
ACVR1	BMP2	2
ACVR1	BMP8	1
ACVR1	BMP5	1
ACVR1	INHBB	2
ACVR1	INHA	1
ACVR1	BMP3	1
ACVR1	BMP7	2
ACVR1	BMP10	1
ACVR1	BMP6	1
ACVR1	BMP15	1
ACVR1	FGD6	1
ACVR1	PLEKHJ1	1
ACVR1	RASL12	1
ACVR1	DNAJB2	1
ACVR1	SKIC8	1
ACVR1	GADD45A	1
ACVR1	OTUD7B	1
ACVR1	STX8	1
ACVR1	USP39	1
ACVR1	AP2B1	1
ACVR1	RAB25	1
ACVR1	DUSP13A	1
ACVR1	RNF14	1
ACVR1	SMAD2	1
ACVR1	SOCS6	1
ACVR1	FKBP4	1
ACVR1	NKIRAS1	1
ACVR1	VEPH1	1
ACVR1	GDF5	1
ACVR1	RASD2	1
ACVR1	RIPK3	1
ACVR1	FBXO30	1
ACVR1	UBE2E3	1
ACVR1	DCAF6	1
ACVR1	TTC17	1
ACVR1	RPS27A	1
ACVR1	TRIM24	1
ACVR1	PLEKHB1	1
ACVR1	RHOD	1
ACVR1	FNTA	1
ACVR1	SQSTM1	1
ACVR1	TGFBR1	1
ACVR1	TTC27	1
ACVR1	RAB6B	1
ACVR1	RPS6KA2	1
ACVR1	CREBBP	1
ACVR1	FGR	1
ACVR1	MDM2	1
ACVR1	SMAD1	1
ACVR1	THRB	1
ACVR1	RAB17	1
ACVR1	NFATC4	1
ACVR1	UBA52	1
ACVR1	CHN1	1
ACVR1	FCHO1	1
ACVR1	IGSF1	1
ACVR1	ETS1	1
ACVR1	ORC1	1
ACVR1	WWP1	1
ACVR1	ENG	1
ACVR1	FANCL	1
ACVR1	RXRA	1
ACVR1	SMAD3	1
ACVR1	SMAD9	1
ACVR1	CDH5	1
ACVR1	RXRG	1
ACVR1	RAP2A	1
ACVR1	RHOJ	1
ACVR1	ZBTB44	1
ACVR1	MCM5	1
ACVR1	E2F3	1
ACVR1	RAB3B	1
ACVR1	RAB33B	1
ACVR1	SMAD5	1
ACVR1	NRAS	1
ACVR1	RHEBL1	1
ACVR1	PLEK	1
ACVR1	VDR	1
ACVR1	RRAS2	1
ACVR1B	INHA	1
ACVR1B	INHBB	2
ACVR1B	INHBA	2
ACVR1B	INHBC	2
ACVR1B	CRIPTO	1
ACVR1B	SNX1	1
ACVR1B	XIAP	1
ACVR1B	UHMK1	1
ACVR1B	MDM4	1
ACVR1B	SMAD3	1
ACVR1B	MAPK8	1
ACVR1B	SNX2	1
ACVR1B	TDP2	1
ACVR1B	SMAD4	1
ACVR1B	SMAD7	1
ACVR1B	MAPK1	1
ACVR1B	SMAD2	1
ACVR1B	IGSF1	1
ACVR1B	TGFBRAP1	1
ACVR1C	CRIPTO	1
ACVR1C	SMAD3	1
ACVR1C	INHBB	1
ACVR1C	SMAD2	1
ACVR1C	ACVRL1	1
ACVR2A	INHBB	1
ACVR2A	GDF9	1
ACVR2A	MAGI2	1
ACVR2A	SYNJ2BP	1
ACVR2A	GDF5	1
ACVR2A	INHBC	1
ACVR2A	GNA12	1
ACVR2A	ACVR1B	1
ACVR2A	SMAD1	1
ACVR2A	BMP6	1
ACVR2A	TGFBR3	1
ACVR2A	INHBA	1
ACVR2A	BMP7	1
ACVR2A	IGSF1	1
ACVR2A	ENG	1
ACVR2A	SMAD9	1
ACVR2A	BMP2	1
ACVR2A	ACVR1	1
ACVR2A	SMAD5	1
ACVR2A	ACVRL1	1
ACVR2B	BMP4	1
ACVR2B	INHBA	2
ACVR2B	INHBC	2
ACVR2B	BMP2	1
ACVR2B	BMP8	1
ACVR2B	BMP5	1
ACVR2B	INHBB	2
ACVR2B	INHA	1
ACVR2B	BMP3	1
ACVR2B	BMP7	2
ACVR2B	BMP10	1
ACVR2B	BMP6	1
ACVR2B	BMP15	1
ACVR2B	BMPR1B	1
ACVR2B	MSTN	1
ACVR2B	ACVRL1	1
ACVR2B	SYNJ2BP	1
ACVR2B	GDF5	1
ACVR2B	SNX1	1
ACVR2B	ACVR1C	1
ACVR2B	SNX2	1
ACVR2B	SNX6	1
ACVR2B	ACVR1B	1
ACVR2B	TRIM26	1
ACVR2B	SMAD1	1
ACVR2B	SRXN1	1
ACVR2B	EGFR	1
ACVR2B	IGSF1	1
ACVR2B	SMAD9	1
ACVR2B	PRKCB	1
ACVR2B	ACVR1	1
ACVR2B	SMAD5	1
ACVR2B	ASAP3	1
ACVR2B	BMPR1A	1
ACVR2B	TGFBRAP1	1
ACVR2B	GDF11	1
ACVRL1	XIAP	1
ACVRL1	TGFB1	1
ACVRL1	SMAD9	1
ACVRL1	ENG	1
ACVRL1	TGFBR1	1
ACVRL1	SNX6	1
ACVRL1	TGFB3	1
ACVRL1	SMAD5	1
ACVRL1	SMAD1	1
ACVRL1	TGFBR2	1
ACVRL1	MGP	1
ACVRL1	TGFBRAP1	1
ADA	DPP4	5
ADA	CDK2	1
ADA	PLG	1
ADA	RB1	1
ADAM10	TSPAN12	4
ADAM10	NOTCH2	4
ADAM10	TREM2	4
ADAM10	TSPAN5	4
ADAM10	TSPAN15	4
ADAM10	EPHA3	8
ADAM10	TSPAN10	4
ADAM10	NOTCH1	5
ADAM10	CD44	4
ADAM10	MET	3
ADAM10	NRCAM	4
ADAM10	IL6R	4
ADAM10	TSPAN17	4
ADAM10	GPNMB	4
ADAM10	CADM1	4
ADAM10	AXL	7
ADAM10	TSPAN14	4
ADAM10	EFNA3	2
ADAM10	ERBB2	1
ADAM10	SLTM	1
ADAM10	CDH1	1
ADAM10	NOTCH3	1
ADAM10	IL18	1
ADAM10	CTNNB1	1
ADAM10	CDH2	1
ADAM10	TAB1	1
ADAM10	JUP	1
ADAM10	DLL1	1
ADAM10	RELA	1
ADAM10	BTC	1
ADAM10	CXCL16	1
ADAM10	CTNNA1	1
ADAM10	EGF	1
ADAM10	NOTCH4	1
ADAM10	APP	1
ADAM10	DTX1	1
ADAM10	CTNND1	1
ADAM11	ITGA4	3
ADAM11	CCR4	1
ADAM12	ITGA9	8
ADAM12	SDC4	8
ADAM12	ITGB1	8
ADAM12	EGF	1
ADAM12	SRC	1
ADAM12	PIK3CA	1
ADAM12	DLL1	1
ADAM15	ITGA5	8
ADAM15	ITGA9	8
ADAM15	ITGB1	8
ADAM15	ITGAV	8
ADAM15	ITGB3	8
ADAM15	CDH1	1
ADAM17	ITGA5	8
ADAM17	RHBDF2	4
ADAM17	NOTCH1	8
ADAM17	IL6R	4
ADAM17	ITGB1	8
ADAM17	ERBB4	7
ADAM17	MUC1	4
ADAM17	MET	3
ADAM17	ERBB2	1
ADAM17	SLTM	1
ADAM17	CD40	1
ADAM17	NOTCH3	1
ADAM17	BDNF	1
ADAM17	SORT1	1
ADAM17	ICAM1	1
ADAM17	NECTIN4	1
ADAM17	TNFRSF1B	1
ADAM17	DLL1	1
ADAM17	TNF	1
ADAM17	TRAF6	1
ADAM17	MRGPRX3	1
ADAM17	ACE2	1
ADAM17	TGFA	1
ADAM17	NRG1	1
ADAM17	HBEGF	1
ADAM17	NGFR	1
ADAM17	ZNF274	1
ADAM17	NOTCH2	1
ADAM17	NOTCH4	1
ADAM17	EREG	1
ADAM17	AREG	1
ADAM19	TNFSF11	1
ADAM2	ITGA9	8
ADAM2	CD9	7
ADAM2	ITGB7	8
ADAM2	ITGA6	8
ADAM2	ITGB1	8
ADAM23	ITGA5	6
ADAM23	ITGB3	6
ADAM23	ITGA4	3
ADAM28	ITGA4	8
ADAM29	ITGA4	3
ADAM33	IL18	1
ADAM7	ITGB7	3
ADAM7	ITGA4	3
ADAM9	ITGB5	8
ADAM9	ITGA3	8
ADAM9	ITGA6	8
ADAM9	ITGB1	8
ADAM9	ITGAV	8
ADAM9	FGFR2	1
ADAM9	TNFSF11	1
ADAM9	ADAM17	1
ADCY1	PRKACA	1
ADCY1	PRKACB	1
ADCY1	GNAI2	1
ADCY1	PRKX	1
ADCY1	PTH	1
ADCY1	CAMP	1
ADCY1	MAPK3	1
ADCY1	PTH1R	1
ADCY1	CAP1	1
ADCY1	CD300LF	1
ADCY1	PRKACG	1
ADCY1	GRIA4	1
ADCY10	BAX	1
ADCY10	ATP8A2	1
ADCY2	PRKACA	1
ADCY2	PRKX	1
ADCY2	PRKACB	1
ADCY2	CAMP	1
ADCY2	PRKACG	1
ADCY3	PRKACA	1
ADCY3	PRKX	1
ADCY3	PRKACG	1
ADCY3	PRKACB	1
ADCY4	PRKACA	1
ADCY4	PRKX	1
ADCY4	PRKACG	1
ADCY4	PRKACB	1
ADCY5	PRKACA	1
ADCY5	PRKX	1
ADCY5	PRKACB	1
ADCY5	CAMP	1
ADCY5	PRKACG	1
ADCY6	PRKACA	1
ADCY6	PRKX	1
ADCY6	PRKACB	1
ADCY6	CAMP	1
ADCY6	PRKACG	1
ADCY7	PRKACA	1
ADCY7	INCENP	1
ADCY7	PRKACB	1
ADCY7	PRKX	1
ADCY7	PRKACG	1
ADCY8	PRKACA	1
ADCY8	PRKX	1
ADCY8	PRKACG	1
ADCY8	PRKACB	1
ADCY9	PRKACA	1
ADCY9	PRKX	1
ADCY9	PRKACG	1
ADCY9	PRKACB	1
ADCYAP1R1	ADCYAP1	2
ADCYAP1R1	VIP	1
ADGRB1	PTDSS1	1
ADGRB1	RTN4RL2	3
ADGRB1	RTN4RL1	3
ADGRB1	RTN4R	3
ADGRB2	GIP	1
ADGRE5	CD55	1
ADGRE5	CD55B	1
ADGRV1	VEZT	1
ADGRV1	WHRN	1
ADGRV1	ADCY6	1
ADGRV1	USH2A	1
ADIPOR1	APPL1	1
ADIPOR2	APPL1	1
ADORA1	GNAI3	1
ADORA1	GNB2	1
ADORA1	GNAO1	1
ADORA1	GNAI1	1
ADORA1	GNAZ	1
ADORA2A	GNA14	1
ADORA2A	GNAS	1
ADORA2A	GNAL	1
ADORA2A	GNAI3	1
ADORA2A	GNAQ	1
ADORA2A	GNB2	1
ADORA2A	GNAO1	1
ADORA2A	GNAI1	1
ADORA2A	GNAZ	1
ADORA2B	GNA14	1
ADORA2B	GNAS	1
ADORA2B	VASP	1
ADORA2B	GNAL	1
ADORA2B	GNAI3	1
ADORA2B	GNAQ	1
ADORA2B	GNAO1	1
ADORA2B	GNAI1	1
ADORA2B	IL6	1
ADORA2B	GNAZ	1
ADORA3	GNAI1	1
ADORA3	MMP9	1
ADORA3	GNAI3	1
ADRA1A	PNMT	1
ADRA1A	GNA14	1
ADRA1A	GNAS	1
ADRA1A	GNAL	1
ADRA1A	GNA13	1
ADRA1A	GNAQ	1
ADRA1A	GNB2	1
ADRA1A	GNA15	1
ADRA1A	GNA11	1
ADRA1B	PNMT	1
ADRA1B	GNA14	1
ADRA1B	GNAS	1
ADRA1B	GNAL	1
ADRA1B	TGM2	1
ADRA1B	GNAQ	1
ADRA1B	GNA15	1
ADRA1B	GNA11	1
ADRA1D	PNMT	1
ADRA1D	GNA14	1
ADRA1D	IL2	1
ADRA1D	GNAS	1
ADRA1D	GNAL	1
ADRA1D	IFNA13	1
ADRA1D	GNAQ	1
ADRA1D	GNA15	1
ADRA1D	GNA11	1
ADRA2A	PNMT	1
ADRA2A	GNAI3	1
ADRA2A	GNB2	1
ADRA2A	GNAO1	1
ADRA2A	GNAI1	1
ADRA2A	GNAZ	1
ADRA2B	PNMT	1
ADRA2B	GNA12	1
ADRA2B	GNAI3	1
ADRA2B	GNAO1	1
ADRA2B	GNAI1	1
ADRA2B	GNAZ	1
ADRA2C	PNMT	1
ADRA2C	GNAI1	1
ADRA2C	GNAZ	1
ADRA2C	GNAI3	1
ADRA2C	GNAO1	1
ADRB1	PNMT	1
ADRB1	GNAS	1
ADRB1	GNAL	1
ADRB1	GNA14	1
ADRB2	PNMT	1
ADRB2	GNA14	1
ADRB2	GNAS	1
ADRB2	GNAL	1
ADRB2	ARF6	1
ADRB2	CYTH2	1
ADRB2	ASAH1	1
ADRB2	MAPK3	1
ADRB2	GNAQ	1
ADRB2	GNB2	1
ADRB3	PNMT	1
ADRB3	GNAS	1
ADRB3	GNAL	1
AGER	SOX10	1
AGER	GSK3B	1
AGER	KRAS	1
AGER	CSNK2A2	1
AGER	JUN	1
AGER	HRAS	1
AGER	MBNL3	1
AGER	NFKB1	1
AGER	SMAD4	1
AGER	MAPK7	1
AGER	NRAS	1
AGER	MYC	1
AGER	CCNB1	1
AGPAT5	STAT3	1
AGT	AGTR1	9
AGT	ADRA2A	5
AGT	MAS1	9
AGT	AGTR2	8
AGT	ENPEP	5
AGT	MTNR1A	5
AGT	LRP2	8
AGT	GRM7	5
AGT	MAP3K7	1
AGT	HNRNPK	1
AGT	PLCG1	1
AGT	AKT1	1
AGT	EDNRA	1
AGT	GJA1	1
AGT	SHC1	1
AGT	SLC9A1	1
AGT	SOS1	1
AGT	GRB2	1
AGT	PTK2B	1
AGT	ABL1	1
AGT	SRC	1
AGT	PIK3CA	1
AGT	MYL9	1
AGT	PIK3R1	1
AGT	HDAC2	1
AGT	RELA	1
AGT	ULK1	1
AGT	PRKCD	1
AGT	TAGLN	1
AGT	RET	1
AGT	HSF1	1
AGT	PRKCE	1
AGT	PTK2	1
AGT	NOS3	1
AGT	IRS2	1
AGT	EGFR	1
AGT	PRKD1	1
AGT	SGK1	1
AGT	IRS1	1
AGT	TSC2	1
AGT	RPS6	1
AGT	PLCB1	1
AGT	RPS6KB1	1
AGT	SLC2A1	1
AGT	STAT3	1
AGT	HDAC4	1
AGT	HDAC5	1
AGT	IKBKB	1
AGT	MTOR	1
AGT	PPP1R12A	1
AGT	RB1	1
AGT	BECN1	1
AGT	MAPK7	1
AGT	PPARGC1A	1
AGT	REN	1
AGT	CXCR4	1
AGTR1	AGT	1
AGTR1	GNG12	1
AGTR1	JAK1	1
AGTR1	ANGPT2	1
AGTR1	GNA14	1
AGTR1	ARF6	1
AGTR1	GNAI3	1
AGTR1	PLCG1	1
AGTR1	GNA13	1
AGTR1	AP2B1	1
AGTR1	GNAQ	1
AGTR1	GNAI1	1
AGTR1	GNA15	1
AGTR1	GNA11	1
AGTR2	AGT	1
AGTR2	NBN	1
AGTR2	PIK3CA	1
AGTR2	GNAI2	1
AGTR2	PIK3R1	1
AGTR2	PLCG1	1
AGTR2	GNAQ	1
AGTR2	SHC1	1
AGTR2	SOS1	1
AGTR2	GRB2	1
AGTRAP	RACK1	4
AGTRAP	NFATC2	1
AIFM1	H2AX	1
AIFM1	TP53	1
AKAP1	PRKACA	1
AKAP1	DNM1L	1
ALCAM	L1CAM	2
ALCAM	CHL1	3
ALCAM	CD6	4
ALCAM	NRP1	3
ALK	PIK3R3	1
ALK	PLCG1	1
ALK	SHC3	1
ALK	ATIC	1
ALK	SHC1	1
ALK	NPM1	1
ALK	MSH2	1
ALK	GRB2	1
ALK	ZC3HC1	1
ALK	PTN	1
ALK	ITGB4	1
ALK	VASP	1
ALK	SMAD4	1
ALK	JAK3	1
ALK	SYP	1
ALK	PTK2	1
ALK	GSK3B	1
ALK	PIK3CG	1
ALK	PKM	1
ALK	WAS	1
ALK	TP53	1
ALK	PTPN11	1
ALK	IRS1	1
ALK	MYC	1
ALK	HNRNPD	1
ALK	SRCIN1	1
ALK	TNFRSF8	1
ALK	STAT3	1
ALK	SFPQ	1
ALK	MDK	1
ALOX5AP	ALOX5	5
ALPK1	IL2	1
ALPL	BAD	1
ALPL	H2AC17	1
AMFR	SOD1	1
AMFR	VCP	1
AMHR2	AMH	2
AMHR2	SMAD9	1
AMHR2	BMPR1B	1
AMHR2	ACVR1	1
AMHR2	SMAD5	1
AMHR2	SMAD1	1
ANAPC1	CDC23	1
ANAPC1	ANAPC2	1
ANAPC1	CTNNB1	1
ANAPC1	UBE2C	1
ANAPC1	ANAPC10	1
ANAPC1	UBE2D1	1
ANAPC1	PTTG1	1
ANAPC1	CDC16	1
ANAPC1	ANAPC13	1
ANAPC1	CDK1	1
ANAPC1	CCNB3	1
ANAPC1	UBE2E1	1
ANAPC1	PTTG2	1
ANAPC1	ANAPC5	1
ANAPC1	ANAPC11	1
ANAPC1	FZR1	1
ANAPC1	ANAPC7	1
ANAPC1	CDC26	1
ANAPC1	CDC27	1
ANAPC1	CCNB1	1
ANAPC1	AURKA	1
ANAPC1	CCNB2	1
ANAPC1	ANAPC4	1
ANO7	RB1	1
ANO9	STAT1	1
ANPEP	SELE	2
ANPEP	EPHA2	1
ANTXR1	PKM	1
APH1A	JAG2	1
APH1A	CDH1	1
APH1A	NOTCH3	1
APH1A	PSEN1	1
APH1A	CTNNB1	1
APH1A	SORT1	1
APH1A	DLL1	1
APH1A	ERBB4	1
APH1A	TRAF6	1
APH1A	PSENEN	1
APH1A	NGFR	1
APH1A	ZNF274	1
APH1A	NOTCH2	1
APH1A	NOTCH4	1
APH1A	APP	1
APH1A	NOTCH1	1
APH1A	SDC3	1
APH1A	CTNND1	1
APH1A	PSEN2	1
APH1A	NCSTN	1
APH1B	PSENEN	1
APH1B	JAG2	1
APH1B	NOTCH2	1
APH1B	CDH1	1
APH1B	APP	1
APH1B	NOTCH1	1
APH1B	ZNF274	1
APH1B	DLL1	1
APH1B	PSEN1	1
APH1B	PSEN2	1
APH1B	NGFR	1
APH1B	CTNNB1	1
APH1B	SDC3	1
APH1B	CTNND1	1
APH1B	SORT1	1
APH1B	ERBB4	1
APH1B	TRAF6	1
APH1B	NCSTN	1
APLNR	APLN	1
APLNR	GNAI1	1
APLNR	GNAI3	1
APLNR	GNA14	1
APLP1	UBB	1
APLP2	CD14	1
APLP2	RPS6KB1	1
APLP2	CCR5	1
APOO	IL1RAPL2	1
APP	APLP1	4
APP	CD74	9
APP	DCC	4
APP	TNFRSF21	8
APP	SORL1	3
APP	GRM7	5
APP	LRP1	8
APP	PLD1	3
APP	GPC1	8
APP	VLDLR	4
APP	APLP2	4
APP	LRP10	4
APP	FPR2	8
APP	NGFR	7
APP	LRP6	4
APP	PTGER2	4
APP	AGER	4
APP	TSPAN12	4
APP	NOTCH2	4
APP	TSPAN15	4
APP	CAV1	7
APP	RPSA	4
APP	ADRA2A	5
APP	MTNR1A	5
APP	NCSTN	8
APP	SLC45A3	4
APP	CD36	1
APP	ERVK-6	1
APP	CD40	1
APP	CDK5	1
APP	MAPK8	1
APP	CTNNB1	1
APP	SRPK2	1
APP	VEGFA	1
APP	PDPK1	1
APP	GAPDH	1
APP	F9	1
APP	BACE1	1
APP	CCR5	1
APP	GSK3B	1
APP	NOS3	1
APP	MAPK9	1
APP	MAPT	1
APP	MAPK3	1
APP	DPYSL2	1
APP	APBA2	1
APP	NAE1	1
APP	CAPN1	1
APP	FCGR2B	1
APP	MAPK10	1
APP	NOTCH1	1
APP	MTOR	1
APP	MARCKS	1
AREG	ERBB3	8
AREG	EGFR	11
AREG	ERBB2	2
AREG	EGFR_ERBB2	2
AREG	MMP9	1
AREG	EPHA3	1
AREG	EPHA8	1
AREG	PDGFRA	1
AREG	ALK	1
AREG	MERTK	1
AREG	EPHA4	1
AREG	RYK	1
AREG	CSF1R	1
AREG	SLTM	1
AREG	AATK	1
AREG	IGF1	1
AREG	FGFR2	1
AREG	ICAM1	1
AREG	KIT	1
AREG	CHUK	1
AREG	EPHB4	1
AREG	LTK	1
AREG	FGFR3	1
AREG	MUSK	1
AREG	ROS1	1
AREG	CSF2	1
AREG	EPHA2	1
AREG	EPHA7	1
AREG	PTK7	1
AREG	NTRK1	1
AREG	RELA	1
AREG	EPHA5	1
AREG	ROR2	1
AREG	TYRO3	1
AREG	DDR2	1
AREG	ERBB4	1
AREG	TEK	1
AREG	RET	1
AREG	EPHA6	1
AREG	PDGFRB	1
AREG	NFKBIA	1
AREG	NTRK3	1
AREG	ROR1	1
AREG	DDR1	1
AREG	KDR	1
AREG	EPHB3	1
AREG	LMTK2	1
AREG	EPHB2	1
AREG	AXL	1
AREG	FLT3	1
AREG	TIE1	1
AREG	MST1R	1
AREG	NTRK2	1
AREG	EPHB1	1
AREG	FGFR1	1
AREG	FLT4	1
AREG	FLT1	1
AREG	FGFR4	1
AREG	EPHA1	1
AREG	INSRR	1
AREG	INSR	1
AREG	IGF1R	1
ARHGAP1	CIT	1
ARHGAP1	BNIP2	1
ARHGAP1	RAC1	1
ARHGAP1	HRAS	1
ARHGAP1	RHOA	1
ARHGAP1	CDC42	1
ARHGAP1	ROCK2	1
ARHGAP1	PIP4K2A	1
ARHGAP26	RHOD	1
ARHGAP26	RHOA	1
ARL6IP5	SLC1A3	1
ASAH1	GALNS	1
ASAH1	ATP8A2	1
ASAH1	CAMP	1
ASPH	CREB1	1
ASPH	EP300	1
ASPH	HIF1A	1
ASPH	JUN	1
ASPH	COPS5	1
ASPH	ARNT	1
ASPH	TRPC3	1
ATF6	DDIT3	1
ATF6	SREBF2	1
ATF6B	POMC	1
ATF7	TGFB2	1
ATG9A	CBL	1
ATL1	CHEK1	1
ATP1A3	AGRN	1
ATP2A2	PLAT	1
ATP2A2	PLAU	1
ATP2C1	PTH	1
ATP6V0A4	WNT3A	1
ATP6V0A4	LRP6	1
ATP6V0A4	FZD8	1
ATP6V0A4	ATP6AP2	1
ATP6V0C	EGFR	1
ATP7A	EIF4E	1
ATP8A1	LATS1	1
ATP8A2	CASP9	1
ATP8A2	CAMP	1
ATR	CREB1	1
ATR	HUWE1	1
ATR	PHF14	1
ATR	LIG4	1
ATR	VCP	1
ATR	TRIM28	1
ATR	SMARCAL1	1
ATR	MARCKSL1	1
ATR	HES1	1
ATR	MDM2	1
ATR	RHEB	1
ATR	NUSAP1	1
ATR	CHD4	1
ATR	DAXX	1
ATR	MCM6	1
ATR	EXO1	1
ATR	NFKBIA	1
ATR	XRCC5	1
ATR	GINS2	1
ATR	TP53	1
ATR	KMT2A	1
ATR	SUGP2	1
ATR	SMARCC2	1
ATR	BID	1
ATR	MRE11	1
ATR	AKAP12	1
ATR	E2F1	1
ATR	STAT3	1
ATR	CHEK2	1
ATR	AP3B1	1
ATR	FLT1	1
ATR	FANCM	1
ATR	UIMC1	1
ATR	MCM3	1
ATR	RASSF1	1
ATR	WRN	1
ATR	POLE	1
ATR	ZSCAN5A	1
ATR	MSH2	1
ATR	NPM1	1
ATR	RAD9A	1
ATR	ABL1	1
ATR	CCNA1	1
ATR	POLD1	1
ATR	RAD17	1
ATR	PRKDC	1
ATR	CGGBP1	1
ATR	SP1	1
ATR	CDKN2A	1
ATR	RAD51AP1	1
ATR	CLSPN	1
ATR	ESPL1	1
ATR	FANCC	1
ATR	FANCL	1
ATR	H2AX	1
ATR	CDKN1A	1
ATR	RFWD3	1
ATR	AICDA	1
ATR	CUX1	1
ATR	CHEK1	1
ATR	XPA	1
ATR	RBBP8	1
ATR	MCM4	1
ATR	RPA1	1
ATR	PPP2R3A	1
ATR	BRCA1	1
ATR	CDKN2D	1
ATR	DCK	1
ATR	KAT7	1
ATR	ATM	1
ATR	ARHGEF1	1
ATR	MCM2	1
ATR	CCAR2	1
ATR	HUS1	1
ATR	SUN2	1
ATR	ATRIP	1
ATR	SON	1
ATR	TADA3	1
ATR	SMC1A	1
ATR	BORA	1
ATR	FANCE	1
ATR	EWSR1	1
ATR	ZNF830	1
ATR	CNOT2	1
ATR	BAX	1
ATR	CDS1	1
ATR	FARSA	1
ATR	NBN	1
ATR	FANCF	1
ATR	XPC	1
ATR	PALB2	1
ATR	TREX1	1
ATR	CEP164	1
ATR	BLM	1
ATR	E4F1	1
ATR	FANCD2	1
ATR	MCPH1	1
ATR	FANCB	1
ATR	SIAH1	1
ATR	PLK1	1
ATR	FANCI	1
ATR	MLH1	1
ATR	EEF1E1	1
ATR	RAD50	1
ATR	CCDC82	1
ATR	XRCC3	1
ATR	RAD51	1
ATR	GPS1	1
ATR	MDM4	1
ATR	RAD1	1
ATR	RPA2	1
ATR	FAAP100	1
ATR	CDC25C	1
ATR	TOPBP1	1
ATR	DBF4	1
ATR	CDC6	1
ATR	WDHD1	1
ATR	NOS3	1
ATR	FANCG	1
ATR	UPF1	1
ATR	CHTF18	1
ATR	IRS1	1
ATR	KDR	1
ATR	EIF4EBP1	1
ATR	TUT1	1
ATR	UBE2T	1
ATR	BARD1	1
ATR	DCLRE1C	1
ATR	STK11	1
ATR	MCM7	1
ATR	FANCA	1
ATR	POLH	1
ATR	AP1B1	1
ATR	BRCA2	1
ATR	PLK3	1
ATR	MDC1	1
ATXN3	CREB1	1
AVPR1A	AVP	1
AVPR1A	OXT	1
AVPR1A	GNA14	1
AVPR1A	GNAS	1
AVPR1A	GNAL	1
AVPR1A	GNAQ	1
AVPR1A	GNA15	1
AVPR1A	GNA11	1
AVPR1B	AVP	1
AVPR1B	OXT	1
AVPR1B	GNA14	1
AVPR1B	GNAS	1
AVPR1B	GNAL	1
AVPR1B	GNAQ	1
AVPR1B	GNAI1	1
AVPR1B	GNAI3	1
AVPR1B	GNA15	1
AVPR1B	GNA11	1
AVPR2	OXT	1
AVPR2	GNAS	1
AVPR2	GNAL	1
AXL	PIK3R2	1
AXL	STAT5A	1
AXL	NCK2	1
AXL	PIK3R3	1
AXL	CSK	1
AXL	PLCG1	1
AXL	SHC3	1
AXL	AKT1	1
AXL	SOCS1	1
AXL	LCK	1
AXL	SHC1	1
AXL	GRB2	1
AXL	SRC	1
AXL	ELMO2	1
AXL	ITGB4	1
AXL	PIK3R1	1
AXL	TNS2	1
AXL	RANBP9	1
AXL	GRAPL	1
AXL	MTA1	1
AXL	LYN	1
AXL	PTK2	1
AXL	PIK3CG	1
AXL	HCK	1
AXL	ELMO1	1
AXL	YES1	1
AXL	PTPN11	1
AXL	IL15RA	1
AXL	CBL	1
AXL	IL2RG	1
AXL	FYN	1
AXL	GAS6	1
AXL	STAT3	1
AXL	SMAD3	1
AXL	ADAM10	1
BACE1	APP	1
BACE1	ST6GAL1	1
BACE1	APLP2	1
BACE1	SELPLG	1
BACE2	APP	1
BACE2	NOTCH1	1
BACE2	APLP2	1
BACE2	TP53	1
BACE2	BACE1	1
BAK1	BAD	1
BAK1	COX5B	1
BAK1	HTRA2	1
BAK1	VDAC1	1
BAK1	AIFM1	1
BAK1	ENDOG	1
BAK1	CYCS	1
BAK1	BAX	1
BAK1	BCL2L1	1
BAK1	DIABLO	1
